# NumSnap ,  ccmla_rc= -1.00 , 
50000,   2.49 ,
100000,   4.96 ,
150000,   5.34 ,
200000,   4.86 ,
250000,   4.83 ,
300000,   5.28 ,
350000,   5.31 ,
400000,   5.21 ,
450000,   5.16 ,
500000,   5.19 ,
550000,   5.27 ,
600000,   5.35 ,
650000,   5.29 ,
700000,   5.29 ,
750000,   5.31 ,
800000,   5.41 ,
850000,   5.42 ,
900000,   5.43 ,
950000,   5.43 ,
1000000,   5.44 ,
