    0.000    7.497    4.386    6.996    6.071    6.465    6.734    6.841
    7.497    0.000    3.536    4.941    4.392    1.936    3.075    1.352
    4.386    3.536    0.000    5.077    4.029    2.405    3.831    3.096
    6.996    4.941    5.077    0.000    2.103    5.303    2.615    4.146
    6.071    4.392    4.029    2.103    0.000    4.545    2.306    3.540
    6.465    1.936    2.405    5.303    4.545    0.000    3.637    2.355
    6.734    3.075    3.831    2.615    2.306    3.637    0.000    2.128
    6.841    1.352    3.096    4.146    3.540    2.355    2.128    0.000
